"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI","BottomMonth","BottomQuarter","BottomZHVI","PctFallFromPeakToBottom"
2014-06-30,"New York","NY","New York","Queens",0,535100,0.0157555049354594,0.0346094354215004,0.11108803986711,0.0284370697655203,,507196,"2014-06","2014-Q2",535100,0,"2014-06",,,,
2014-06-30,"Los Angeles","CA","Los Angeles","Los Angeles",1,531400,0.0139286395726006,0.0529027144838518,0.161783996501968,0.0493283704994274,0.0177196235026187,576001,"2006-08","2006-Q3",602100,-0.117422355090517,"2005-06","1996-08","1996-Q3",155600,-0.741571167580136
2014-06-30,"Chicago","IL","Chicago","Cook",2,186600,0.00974025974025974,-0.0235478806907378,0.0880466472303207,-0.0283879932544403,-0.0103693121221713,539343,"2006-12","2006-Q4",245000,-0.238367346938776,"2003-04","1996-09","1996-Q3",106800,-0.564081632653061
2014-06-30,"Philadelphia","PA","Philadelphia","Philadelphia",3,107500,0.00655430711610487,-0.0227272727272727,0.0131950989632422,-0.0162890138605176,0.0306332123196682,463292,"2007-09","2007-Q3",122800,-0.124592833876221,"2005-12","1996-11","1996-Q4",50200,-0.591205211726384
2014-06-30,"Phoenix","AZ","Phoenix","Maricopa",4,167600,0.00419412822049131,0.0231990231990232,0.0729833546734955,0.0149692487743334,0.012377725247904,397315,"2006-06","2006-Q2",246400,-0.319805194805195,"2005-01","1996-04","1996-Q2",86400,-0.649350649350649
2014-06-30,"Las Vegas","NV","Las Vegas","Clark",5,176300,0.010894495412844,0.0601322910402886,0.220069204152249,0.0251625671508455,-0.0268716349458102,418431,"2006-07","2006-Q3",299600,-0.41154873164219,"2003-11","2012-01","2012-Q1",109000,-0.636181575433912
2014-06-30,"San Diego","CA","San Diego","San Diego",6,502000,0.00742524583584186,0.028056522629531,0.109147149801149,0.0554386151239514,0.00172948539738482,309517,"2005-10","2005-Q4",536200,-0.0637821708317792,"2004-07","1996-11","1996-Q4",157200,-0.706825811264454
2014-06-30,"Dallas","TX","Dallas-Fort Worth","Dallas",7,113200,0.00622222222222222,0.0262919310970082,0.124131082423039,0.0165117982446683,0.00406467564128032,264913,"2007-11","2007-Q4",122400,-0.0751633986928105,"2005-02","1997-01","1997-Q1",66700,-0.455065359477124
2014-06-30,"San Jose","CA","San Jose","Santa Clara",8,720600,0.0120786516853933,0.0499781436689494,0.165076798706548,0.0700324254442459,0.0289672688740288,209306,"2014-06","2014-Q2",720600,0,"2014-06",,,,
2014-06-30,"Jacksonville","FL","Jacksonville","Duval",9,122100,0.0141196013289037,0.0391489361702128,0.15515610217597,-0.0243267523432289,-0.00501836672490608,260069,"2006-10","2006-Q4",179200,-0.318638392857143,"2004-01","1996-04","1996-Q2",75100,-0.580915178571429
2014-06-30,"San Francisco","CA","San Francisco","San Francisco",10,999400,0.0245002562788314,0.0763597199784599,0.205548854041013,0.0764390198740195,0.0407514211052049,140121,"2014-06","2014-Q2",999400,0,"2014-06",,,,
2014-06-30,"Columbus","OH","Columbus","Franklin",11,100100,0.00401203610832497,-0.00595829195630586,0.0459770114942529,-0.0197523944966029,-0.0140373191135965,218238,"2006-05","2006-Q2",120800,-0.17135761589404,"2001-06","1996-04","1996-Q2",83500,-0.308774834437086
2014-06-30,"Detroit","MI","Detroit","Wayne",12,41900,0.0194647201946472,0.00721153846153846,0.0716112531969309,-0.0642491394685759,-0.058177744968728,322260,"1996-05","1996-Q2",93700,-0.552828175026681,,"2012-01","2012-Q1",37400,-0.6008537886873
2014-06-30,"Charlotte","NC","Charlotte","Mecklenburg",13,154900,0.00912052117263844,0.035427807486631,0.0970254957507082,0.00551286859955313,0.010889444491387,220239,"2007-11","2007-Q4",161100,-0.0384854127870888,"2007-01","1996-04","1996-Q2",96600,-0.400372439478585
2014-06-30,"Memphis","TN","Memphis","Shelby",14,67700,0.00894187779433681,0.0119581464872945,0.0351681957186544,-0.0236335985284359,-0.0175335452413472,189805,"2007-03","2007-Q1",89100,-0.240179573512907,"1998-11","1996-04","1996-Q2",60600,-0.31986531986532
2014-06-30,"El Paso","TX","El Paso","El Paso",15,111800,0.014519056261343,0.0172884440400364,0.00902527075812274,-0.0105688029108392,0.0267030778975132,155866,"2007-12","2007-Q4",123100,-0.0917952883834281,"2006-10","1996-04","1996-Q2",67200,-0.454102355808286
2014-06-30,"Baltimore","MD","Baltimore","Baltimore City",16,106000,0.00664767331433998,-0.00188323917137476,0.0761421319796954,-0.0316612691561081,0.0346499758244874,211271,"2007-12","2007-Q4",130900,-0.19022154316272,"2006-01","1996-04","1996-Q2",53900,-0.588235294117647
2014-06-30,"Boston","MA","Boston","Suffolk",17,431800,0.000231642344220524,0.0025539818899466,0.0868361439718097,0.0532113460979173,0.0195479821150371,83963,"2014-06","2014-Q2",431800,0,"2014-06",,,,
2014-06-30,"Seattle","WA","Seattle","King",18,472300,0.00832621690862511,0.0414553472987872,0.114177872139656,0.0400515380112083,0.0359077192817674,177710,"2014-06","2014-Q2",472300,0,"2014-06",,,,
2014-06-30,"Washington","DC","Washington","District of Columbia",19,461400,0.00173686495874946,0.00544780998038788,0.109134615384615,0.0549599546828818,0.0424008794725848,137500,"2014-06","2014-Q2",461400,0,"2014-06",,,,
2014-06-30,"Denver","CO","Denver","Denver",20,268000,0.00149476831091181,0.0128495842781557,0.101520756267982,0.0492864187444972,0.0226128890741482,185692,"2014-06","2014-Q2",268000,0,"2014-06",,,,
2014-06-30,"Nashville","TN","Nashville","Davidson",21,164000,0.0110974106041924,0.0419313850063532,0.113374066530889,0.0177351707759554,0.0232692966089225,165427,"2014-06","2014-Q2",164000,0,"2014-06",,,,
2014-06-30,"Milwaukee","WI","Milwaukee","Milwaukee",22,94500,0.00961538461538462,0.00318471337579618,0.0161290322580645,-0.0448974803454206,-0.0202903587533955,103566,"2006-04","2006-Q2",137400,-0.312227074235808,"2002-08","1996-10","1996-Q4",67600,-0.508005822416303
2014-06-30,"Portland","OR","Portland","Multnomah",23,306300,0.00591133004926108,0.0139026812313803,0.110184849583182,0.0279208721828443,0.0423536977642331,178449,"2014-06","2014-Q2",306300,0,"2014-06",,,,
2014-06-30,"Oklahoma City","OK","Oklahoma City","Oklahoma",24,119600,0.00419815281276238,0.0101351351351351,0.0556045895851721,0.0206139141701287,0.0264721127847325,176365,"2014-06","2014-Q2",119600,0,"2014-06",,,,
2014-06-30,"Albuquerque","NM","Albuquerque","Bernalillo",25,177200,-0.0128133704735376,-0.0263736263736264,-0.0166481687014428,-0.0175472493477367,0.0230424870561097,163042,"2007-09","2007-Q3",199800,-0.113113113113113,"2006-05","1996-04","1996-Q2",115300,-0.422922922922923
2014-06-30,"Tucson","AZ","Tucson","Pima",26,136600,0.0118518518518519,0.0395738203957382,0.114192495921697,-0.0185416187675456,0.00335539032217058,132008,"2006-05","2006-Q2",196000,-0.303061224489796,"2004-09","1996-08","1996-Q3",85300,-0.564795918367347
2014-06-30,"Omaha","NE","Omaha","Douglas",27,129900,0.000770416024653313,0.0116822429906542,0.0325914149443561,0.00357930100665627,0.0032920878655367,300819,"2006-09","2006-Q3",133300,-0.0255063765941485,"2005-11","1996-04","1996-Q2",90000,-0.32483120780195
2014-06-30,"Fresno","CA","Fresno","Fresno",28,168700,0.0150421179302046,0.0356046654389196,0.144504748982361,0.0120413029274444,-0.0144338445334157,118993,"2006-05","2006-Q2",288300,-0.414845646895595,"2003-12","1998-01","1998-Q1",87900,-0.695109261186264
2014-06-30,"Mesa","AZ","Phoenix","Maricopa",29,182300,0.00773908236594804,0.0322763306908267,0.0870602265951103,0.0324454884303602,0.0203755415994114,132655,"2006-03","2006-Q1",248900,-0.267577340297308,"2005-04","1996-04","1996-Q2",96100,-0.613901165126557
2014-06-30,"Long Beach","CA","Los Angeles","Los Angeles",30,493300,0.0116899097621001,0.0453485908031363,0.154188114178755,0.0462978959473093,0.0154453276943642,78046,"2006-06","2006-Q2",567100,-0.130135778522306,"2005-04","1996-09","1996-Q3",149200,-0.736907071063305
2014-06-30,"Sacramento","CA","Sacramento","Sacramento",31,251900,0.0116465863453815,0.0417700578990902,0.182074143594557,0.0358738047234028,-0.0133035447713237,99322,"2005-12","2005-Q4",364000,-0.307967032967033,"2003-11","1996-11","1996-Q4",108800,-0.701098901098901
2014-06-30,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",32,244500,0.00287120590648072,0.00907965332232769,0.0377758913412564,-0.00507517751432485,0.0257559694405198,140515,"2007-04","2007-Q2",276200,-0.114771904417089,"2005-06","1996-09","1996-Q3",106100,-0.615858073859522
2014-06-30,"Colorado Springs","CO","Colorado Springs","El Paso",33,200300,0.00200100050025012,0.00501756146512795,0.0319422977846471,0.0173422673862944,0.0111935584769447,128002,"2007-07","2007-Q3",203900,-0.0176557135850907,"2007-02","1996-04","1996-Q2",125300,-0.385483079941148
2014-06-30,"Atlanta","GA","Atlanta","Fulton",34,154300,0.0124671916010499,0.0341823056300268,0.166288737717309,-0.00141972694569048,-0.0123968879431771,127805,"2006-04","2006-Q2",196800,-0.215955284552846,"2000-12","1996-11","1996-Q4",90100,-0.542174796747967
2014-06-30,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",35,276000,0.00217864923747277,0.0147058823529412,0.153846153846154,0.0508305171144339,0.0192445072005707,87712,"2007-03","2007-Q1",373200,-0.260450160771704,"2005-03","1996-04","1996-Q2",98200,-0.736870310825295
2014-06-30,"Tulsa","OK","Tulsa","Tulsa",36,101900,0.00196656833824975,0.00592300098716683,0.0376782077393075,0.0177907699215176,0.0167550516421284,132473,"2014-06","2014-Q2",101900,0,"2014-06",,,,
2014-06-30,"Cleveland","OH","Cleveland","Cuyahoga",37,57100,0.0251346499102334,0.0613382899628253,0.081439393939394,-0.0252835798419375,-0.0324318576212138,87420,"2006-02","2006-Q1",84400,-0.32345971563981,"1997-05","2012-02","2012-Q1",52500,-0.377962085308057
2014-06-30,"Honolulu","HI","Honolulu","Honolulu",38,599000,0.00150476508944992,0.00217500418270035,0.0611160318866253,0.0324504131156096,0.0397338456851042,121416,"2014-06","2014-Q2",599000,0,"2014-06",,,,
2014-06-30,"Oakland","CA","San Francisco","Alameda",39,500800,0.0319390067999176,0.103813092351774,0.284102564102564,0.0624109035622276,0.016117640183722,78704,"2006-05","2006-Q2",542700,-0.0772065597936245,"2005-05","1996-04","1996-Q2",143700,-0.735212824765064
2014-06-30,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",40,190700,0.00262881177707676,-0.0139607032057911,0.0478021978021978,0.00608759203611187,-0.00676784996594237,99429,"2006-04","2006-Q2",223600,-0.147137745974955,"2003-08","1996-10","1996-Q4",81900,-0.633720930232558
2014-06-30,"Baton Rouge","LA","Baton Rouge","East Baton Rouge",41,138400,0.00144717800289436,-0.0142450142450142,-0.00503235082674335,0.00784003695247315,0.0258742536628194,118701,"2013-12","2013-Q4",141600,-0.0225988700564972,"2013-04","1996-04","1996-Q2",55900,-0.605225988700565
2014-06-30,"Raleigh","NC","Raleigh","Wake",42,188900,0.00639318060735216,0.0161377084454008,0.0500277932184547,0.00746997961455476,0.0179583492811659,114905,"2014-06","2014-Q2",188900,0,"2014-06",,,,
2014-06-30,"Wichita","KS","Wichita","Sedgwick",43,105800,-0.00188679245283019,-0.0185528756957328,-0.0203703703703704,-0.0149914399963427,,110115,"2009-04","2009-Q2",116900,-0.0949529512403764,"2009-01","1996-04","1996-Q2",67100,-0.426005132591959
2014-06-30,"Arlington","TX","Dallas-Fort Worth","Tarrant",44,128400,0.00390930414386239,0.0255591054313099,0.060280759702725,0.0146403736741585,0.00333125852539551,86761,"2007-11","2007-Q4",135800,-0.0544918998527246,"2006-01","1997-05","1997-Q2",91000,-0.329896907216495
2014-06-30,"Bakersfield","CA","Bakersfield","Kern",45,194600,0.00672529746508019,0.0204509701101206,0.160405485986881,0.0436095841229842,0.003616646957457,88054,"2006-04","2006-Q2",314500,-0.381240063593005,"2004-07","1996-04","1996-Q2",97700,-0.689348171701113
2014-06-30,"Tampa","FL","Tampa","Hillsborough",46,134700,0.00597460791635549,0.00672645739910314,0.132884777123633,0.00743858566989131,0.000670618336213735,107797,"2006-10","2006-Q4",210700,-0.360702420503085,"2004-07","1996-10","1996-Q4",61400,-0.70859041290935
2014-06-30,"Anaheim","CA","Los Angeles","Orange",47,486300,0.011018711018711,0.0351213282247765,0.158684774839171,0.0520114695762,0.00529166434367112,54997,"2006-06","2006-Q2",608600,-0.200953006901084,"2004-09","1996-04","1996-Q2",163100,-0.732007886953664
2014-06-30,"Aurora","CO","Denver","Arapahoe",48,181600,-0.00164925783397471,-0.00547645125958379,0.0790255496137849,0.0431810803703039,-0.00244477640256968,97044,"2005-01","2005-Q1",188200,-0.0350690754516472,"2002-05","1996-04","1996-Q2",108400,-0.424017003188098
2014-06-30,"Santa Ana","CA","Los Angeles","Orange",49,416800,0.0150998538723819,0.045922208281054,0.1453696070349,0.0656413400558395,-0.00088340846216961,41566,"2007-01","2007-Q1",610900,-0.317727942380095,"2004-06","1996-07","1996-Q3",143000,-0.765919135701424
2014-06-30,"Saint Louis","MO","St. Louis","Saint Louis City",50,98600,0.00715015321756895,0,0.0123203285420945,-0.0292884924807941,-0.0102496242527166,81597,"2007-04","2007-Q2",132200,-0.254160363086233,"2003-07","1996-04","1996-Q2",47300,-0.642208774583964
2014-06-30,"Marietta","GA","Atlanta","Cobb",51,212500,0.0104612458392772,0.0355750487329435,0.135149572649573,0.0211355597014495,0.0103542721264143,90730,"2007-08","2007-Q3",217600,-0.0234375,"2006-05","1996-04","1996-Q2",126100,-0.420496323529412
2014-06-30,"Pittsburgh","PA","Pittsburgh","Allegheny",52,91800,0.0234113712374582,0.0443686006825939,0.166454891994917,0.0437702028973097,0.0364080207174065,89112,"2014-06","2014-Q2",91800,0,"2014-06",,,,
2014-06-30,"Riverside","CA","Riverside","Riverside",53,300000,0.017293997965412,0.0725777618877369,0.247920133111481,0.0571645355668473,0.00188608520554023,63080,"2006-08","2006-Q3",417200,-0.280920421860019,"2004-07","1996-06","1996-Q2",105300,-0.747603068072867
2014-06-30,"Cincinnati","OH","Cincinnati","Hamilton",54,98900,0.0164439876670093,0.0269989615784008,0.0796943231441048,0.00203460482361684,-0.00976754998673168,63936,"2006-04","2006-Q2",115600,-0.144463667820069,"2002-01","1996-04","1996-Q2",75900,-0.343425605536332
2014-06-30,"Anchorage","AK","Anchorage","Anchorage",55,281800,-0.000354735721887194,0,0.0228675136116152,0.00904068947813785,0.0230837143123876,69361,"2007-07","2007-Q3",302000,-0.066887417218543,"2006-04","2000-03","2000-Q1",173100,-0.42682119205298
2014-06-30,"Saint Paul","MN","Minneapolis-St Paul","Ramsey",56,169600,0.0107270560190703,0.0469135802469136,0.162440027416038,0.0332672661099429,-0.00784625062116384,64957,"2006-05","2006-Q2",205100,-0.173086299366163,"2003-04","1996-04","1996-Q2",74700,-0.635787420770356
2014-06-30,"Silver Spring","MD","Washington","Montgomery",57,368100,0.00656275635767022,0.00573770491803279,0.0731778425655977,0.0186588744284386,0.00767653094626985,76219,"2006-06","2006-Q2",444300,-0.171505739365294,"2004-11","1997-08","1997-Q3",153000,-0.655638082376772
2014-06-30,"Toledo","OH","Toledo","Lucas",58,56700,0.0161290322580645,0.0161290322580645,0.0422794117647059,-0.042088147852288,-0.0368079018996409,89666,"2006-04","2006-Q2",85100,-0.333725029377203,"1997-12","1996-04","1996-Q2",51100,-0.399529964747356
2014-06-30,"Tallahassee","FL","Tallahassee","Leon",59,152500,0.00461133069828722,0.0106030483764082,0.0459533607681756,-0.0192904011453945,0.00361170338291772,72979,"2006-07","2006-Q3",193500,-0.211886304909561,"2004-09","1996-04","1996-Q2",92200,-0.523514211886305
2014-06-30,"Stockton","CA","Stockton","San Joaquin",60,181000,0.0168539325842697,0.0378440366972477,0.18610747051114,0.0413598473098482,-0.0347130927690342,67765,"2006-03","2006-Q1",379600,-0.5231822971549,"2002-04","1996-12","1996-Q4",104300,-0.725237091675448
2014-06-30,"Lexington","KY","Lexington","Fayette",61,142400,-0.000701754385964912,-0.00210231254379818,0.0259365994236311,0.00894287171547603,0.0086103958695567,79016,"2014-04","2014-Q2",142700,-0.00210231254379818,"2014-04","1996-05","1996-Q2",91300,-0.360196215837421
2014-06-30,"Modesto","CA","Modesto","Stanislaus",62,196200,0.013953488372093,0.0464,0.237854889589905,0.0555904209950386,-0.0239804178335954,64077,"2006-03","2006-Q1",353700,-0.44529262086514,"2003-03","1996-11","1996-Q4",103400,-0.707661860333616
2014-06-30,"Durham","NC","Durham","Durham",63,158700,0.00379506641366224,0.00570342205323194,0.0101845957988542,0.000504859527773682,0.00734559264735579,72044,"2008-07","2008-Q3",161200,-0.0155086848635236,"2007-04","1996-05","1996-Q2",108400,-0.327543424317618
2014-06-30,"Plano","TX","Dallas-Fort Worth","Collin",64,222100,0.00497737556561086,0.0183402109124255,0.0586272640610105,0.0264725593534174,0.0176231359871062,69339,"1996-09","1996-Q3",223300,-0.00537393640841917,"1996-09","1997-09","1997-Q3",143300,-0.358262427227944
2014-06-30,"Chandler","AZ","Phoenix","Maricopa",65,249500,0.00726685506661284,0.033982594280978,0.0810225303292894,0.0398690173637253,0.0288154941950038,84473,"2006-02","2006-Q1",317400,-0.213925645872716,"2005-04","1996-04","1996-Q2",123000,-0.612476370510397
2014-06-30,"Pensacola","FL","Pensacola","Escambia",66,110600,0.00636942675159236,0.0184162062615101,0.0737864077669903,-0.0146995682423281,0.00912130508715592,86106,"2006-04","2006-Q2",143200,-0.227653631284916,"2004-11","1996-04","1996-Q2",73000,-0.490223463687151
2014-06-30,"Henderson","NV","Las Vegas","Clark",67,235200,0.0124838570813603,0.0705507510241238,0.242472266244057,0.0307995036976545,-0.0217005833231048,91164,"2006-04","2006-Q2",358500,-0.343933054393305,"2004-01","1996-11","1996-Q4",141400,-0.60557880055788
2014-06-30,"Saint Petersburg","FL","Tampa","Pinellas",68,132400,0.0130068859984698,0.0335675253708041,0.172719220549159,0.0148376587933119,-0.000976606869299568,92076,"2006-05","2006-Q2",193000,-0.3139896373057,"2004-06","1996-11","1996-Q4",60100,-0.68860103626943
2014-06-30,"Mobile","AL","Mobile","Mobile",69,97200,0.00829875518672199,0.00829875518672199,-0.00409836065573771,-0.0386912120304861,0.00885238683586853,79973,"2008-01","2008-Q1",123900,-0.215496368038741,"2005-03","1996-08","1996-Q3",64900,-0.476190476190476
2014-06-30,"Orlando","FL","Orlando","Orange",70,134100,0.0128398791540786,0.0363214837712519,0.151072961373391,-0.0035414789855065,-0.00493424926061869,71872,"2006-07","2006-Q3",235900,-0.431538787621874,"2004-03","1996-11","1996-Q4",73600,-0.688003391267486
2014-06-30,"Jersey City","NJ","New York","Hudson",71,283400,0.00710732054015636,-0.0066596565019278,0.0419117647058823,-0.0152280179761232,0.0103780426513407,38009,"2007-05","2007-Q2",371300,-0.23673579315917,"2004-12","1996-04","1996-Q2",91300,-0.754107190950714
2014-06-30,"Glendale","AZ","Phoenix","Maricopa",72,173200,0.0087361677344205,0.0427453341360626,0.134993446920052,0.0225847082330246,0.0111640459169742,66398,"2006-04","2006-Q2",257500,-0.327378640776699,"2005-01","1996-04","1996-Q2",97300,-0.622135922330097
2014-06-30,"Greensboro","NC","Greensboro","Guilford",73,111800,0.00269058295964126,0.0191431175934366,0.0448598130841121,-0.00528198563001492,-0.00115541423448262,80779,"2008-03","2008-Q1",121400,-0.0790774299835255,"2004-04","1996-05","1996-Q2",86900,-0.284184514003295
2014-06-30,"Louisville","KY","Louisville/Jefferson County","Jefferson",74,91300,-0.00109409190371991,-0.012972972972973,0.0121951219512195,0.00969523095697511,0.00848834079954841,79460,"2013-11","2013-Q4",93300,-0.0214362272240086,"2013-08","1996-04","1996-Q2",59100,-0.366559485530547
2014-06-30,"Corona","CA","Riverside","Riverside",75,442500,0.0111974405850091,0.0397086466165414,0.182522715125601,0.0710178903929626,0.000113064628352033,58953,"2006-03","2006-Q1",573100,-0.227883440935264,"2004-07","1996-10","1996-Q4",156300,-0.727272727272727
2014-06-30,"Chula Vista","CA","San Diego","San Diego",76,425000,0.0138358778625954,0.041156295933366,0.157407407407407,0.0658944584930619,-0.00952810675941651,53227,"2006-05","2006-Q2",554300,-0.233267183835468,"2004-03","1996-12","1996-Q4",170300,-0.692765650369836
2014-06-30,"Lincoln","NE","Lincoln","Lancaster",77,137400,0.00659340659340659,0.0155210643015521,0.0377643504531722,0.015706511018696,0.0104774096077205,74453,"2014-06","2014-Q2",137400,0,"2014-06",,,,
2014-06-30,"Fayetteville","NC","Fayetteville","Cumberland",78,109100,0.000917431192660551,0.00552995391705069,-0.00727934485896269,-0.00840004655516224,0.0171937717168653,74367,"2011-03","2011-Q1",116500,-0.063519313304721,"2007-06","1997-04","1997-Q2",81200,-0.303004291845494
2014-06-30,"Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",79,152300,0.0160106737825217,0.035350101971448,0.106831395348837,0.0105700226065697,-0.00664484410145616,47876,"2007-03","2007-Q1",273800,-0.443754565376187,"2004-02","1996-07","1996-Q3",85500,-0.68772826880935
2014-06-30,"Fort Wayne","IN","Fort Wayne","Allen",80,85300,-0.0127314814814815,-0.0479910714285714,-0.0217889908256881,0.000704887918268504,-0.0080706748086472,70703,"2007-05","2007-Q2",96000,-0.111458333333333,"2001-07","1996-08","1996-Q3",63100,-0.342708333333333
2014-06-30,"Lawrenceville","GA","Atlanta","Gwinnett",81,153000,0.0152621101526211,0.0472279260780287,0.238866396761134,0.0167583676108858,-0.00685823068913261,65522,"2007-02","2007-Q1",177900,-0.139966273187184,"2002-03","2012-10","2012-Q4",111800,-0.371557054525014
2014-06-30,"Town of Madison","WI","Madison","Dane",82,194400,-0.00102774922918808,-0.00866904640489546,0.039572192513369,0.002278871788151,0.00727900853026942,68402,"2007-05","2007-Q2",201300,-0.0342771982116244,"2005-10","1996-12","1996-Q4",119800,-0.404868355688028
2014-06-30,"Fort Myers","FL","Fort Myers","Lee",83,157200,0.0109324758842444,0.036255767963085,0.123659756969264,0.0307644660602575,-0.00732926568612491,98132,"2006-04","2006-Q2",284000,-0.446478873239437,"2004-02","1996-04","1996-Q2",95400,-0.664084507042254
2014-06-30,"San Bernardino","CA","Riverside","San Bernardino",84,191000,0.0164981373070782,0.0658482142857143,0.26657824933687,0.0734596235070444,-0.00052205807834993,43854,"2006-08","2006-Q3",331800,-0.424352019288728,"2004-06","1996-04","1996-Q2",75700,-0.771850512356841
2014-06-30,"Garland","TX","Dallas-Fort Worth","Dallas",85,114900,0.005249343832021,0.0222419928825623,0.0890995260663507,0.0227039115836105,-0.00189481114937007,61170,"2007-11","2007-Q4",124300,-0.0756234915526951,"2004-05","1997-02","1997-Q1",77600,-0.375703942075623
2014-06-30,"Winston-Salem","NC","Winston-Salem","Forsyth",86,115800,-0.00344234079173838,0,0.0302491103202847,-0.0108630616422901,0.00051961664169009,72100,"2007-10","2007-Q4",125000,-0.0736,"2005-01","1996-04","1996-Q2",84800,-0.3216
2014-06-30,"Chesapeake","VA","Virginia Beach","Chesapeake City",87,234700,0.00342026507054297,0.0138228941684665,0.022212543554007,-0.00536628623282054,0.0260950220229266,67090,"2006-08","2006-Q3",269200,-0.12815750371471,"2005-06","1996-04","1996-Q2",108100,-0.598439821693908
2014-06-30,"Birmingham","AL","Birmingham","Jefferson",88,64700,0.0221169036334913,0.0385232744783307,0.0783333333333333,-0.0119259153128375,-0.000616144875507096,76211,"2007-09","2007-Q3",73700,-0.122116689280868,"2005-01","1996-12","1996-Q4",46600,-0.367706919945726
2014-06-30,"Fontana","CA","Riverside","San Bernardino",89,297300,0.0164102564102564,0.0648280802292264,0.230546357615894,0.0750902239867246,0.00597729795098734,45666,"2006-06","2006-Q2",424000,-0.298820754716981,"2004-08","1996-05","1996-Q2",108000,-0.745283018867924
2014-06-30,"Bradenton","FL","Sarasota","Manatee",90,167900,0.00962116656644618,0.0262836185819071,0.161134163208852,0.0192934478122468,-0.00599187277725388,74894,"2006-02","2006-Q1",279500,-0.399284436493739,"2004-02","1996-09","1996-Q3",97000,-0.652951699463327
2014-06-30,"Knoxville","TN","Knoxville","Knox",91,115300,0.00523103748910201,0.0185512367491166,0.0666049953746531,-0.00120982034284589,0.0205257524389455,67775,"2009-11","2009-Q4",117600,-0.0195578231292517,"2009-05","1996-04","1996-Q2",66400,-0.435374149659864
2014-06-30,"Laredo","TX","Laredo","Webb",92,111700,0.0285451197053407,0.036178107606679,0.153925619834711,0.0223759732446311,0.0221769254743851,48013,"2014-06","2014-Q2",111700,0,"2014-06",,,,
2014-06-30,"North Las Vegas","NV","Las Vegas","Clark",93,165700,0.0209488601355514,0.0844240837696335,0.268759571209801,0.0444760158763184,-0.0314976321738843,61760,"2006-04","2006-Q2",290900,-0.430388449639051,"2003-08","2012-01","2012-Q1",92900,-0.680646270195944
2014-06-30,"Reno","NV","Reno","Washoe",94,215200,0.00654817586529467,0.0512945774303859,0.222032935831914,0.0152660723543019,-0.0121977391944352,62112,"2006-03","2006-Q1",336200,-0.359904818560381,"2004-01","1996-04","1996-Q2",138900,-0.586853063652588
2014-06-30,"Springfield","MO","Springfield","Greene",95,107200,-0.00464252553389044,-0.0137994480220791,-0.00464252553389044,-0.0242502849953496,0.00677565760154297,68567,"2009-04","2009-Q2",122500,-0.124897959183673,"2005-07","1996-04","1996-Q2",73800,-0.397551020408163
2014-06-30,"Montgomery","AL","Montgomery","Montgomery",96,84200,0.00477326968973747,0.00959232613908873,0.100653594771242,-0.00165446427634575,0.00216328496508966,38912,"2010-02","2010-Q1",95700,-0.120167189132706,"2009-05","2012-01","2012-Q1",70300,-0.265412748171369
2014-06-30,"Scottsdale","AZ","Phoenix","Maricopa",97,383400,-0.00182244207237699,0.00788643533123028,-0.0116009280742459,0.030701673296051,0.0277475706607135,101732,"2006-02","2006-Q1",480500,-0.202081165452653,"2005-04","1996-11","1996-Q4",173800,-0.638293444328824
2014-06-30,"Santa Rosa","CA","Santa Rosa","Sonoma",98,446900,0.0231227106227106,0.0818203824739772,0.238636363636364,0.0536100334652538,-0.00104565055966499,50908,"2005-12","2005-Q4",564100,-0.207764580748094,"2004-06","1996-12","1996-Q4",174300,-0.691012231873781
2014-06-30,"Fremont","CA","San Francisco","Alameda",99,737800,0.00985491376950452,0.0304469273743017,0.133681622618316,0.0683564327971282,0.0341804529954077,55643,"2014-06","2014-Q2",737800,0,"2014-06",,,,
2014-06-30,"Irving","TX","Dallas-Fort Worth","Dallas",100,126100,-0.000792393026941363,0.00799360511590727,0.0641350210970464,0.0150930281408954,-0.00265702765371778,37882,"2007-11","2007-Q4",136100,-0.0734753857457752,"2004-04","1997-02","1997-Q1",81500,-0.401175606171932
2014-06-30,"Oxnard","CA","Ventura","Ventura",101,383800,0.0073490813648294,0.0264776678256218,0.165856622114216,0.0308541049196132,-0.0112560117430953,36920,"2006-05","2006-Q2",604600,-0.365200132318889,"2004-02","1996-10","1996-Q4",158200,-0.738339397949057
2014-06-30,"Rochester","NY","Rochester","Monroe",102,61200,0.0016366612111293,-0.0144927536231884,0.00492610837438424,0.00632751135592935,0.00784442799450891,40998,"2014-03","2014-Q1",62100,-0.0144927536231884,"2014-01","1999-04","1999-Q2",52000,-0.162640901771337
2014-06-30,"Greenville","SC","Greenville","Greenville",103,128000,0.00234925606891151,-0.00233826968043648,0.0281124497991968,0.00931738248964531,0.0161048443682421,61576,"2014-02","2014-Q1",128500,-0.00389105058365759,"2014-01","1996-11","1996-Q4",82500,-0.357976653696498
