state,zipcode,census_tract_id,mean_household_income
IL,62545,17167004000,64359
IL,62531,17021958100,55242
IL,62474,17023060400,56431
IL,62868,17159977900,64439
IL,62879,17025972000,48176
IL,62249,17119403601,74320
IL,62469,17035972600,59523
IL,60803,17031823302,54632
IL,60482,17031823101,59833
IL,60472,17031824300,34488
IL,60022,17031800200,275294
IL,60712,17031808001,105393
IL,60462,17031824106,94855
IL,60103,17043841316,108580
IL,60171,17031811100,50316
IL,60029,17031808600,203700
IL,60154,17031818500,83079
IL,60155,17031818000,57174
IL,60165,17031816600,57719
IL,60428,17031825600,52224
IL,60623,17031300600,53697
IL,60608,17031843200,46020
IL,60612,17031280800,28635
IL,60601,17031320100,136336
IL,60659,17031020702,53642
IL,60007,17031770300,70104
IL,60430,17031828401,74640
IL,60423,17197883504,111883
IL,60194,17031804710,77962
IL,60459,17031821002,74737
IL,62454,17033880400,43529
IL,62481,17079977300,55058
IL,60178,17037000400,97877
IL,60520,17037001700,80535
IL,60150,17037000300,74262
IL,60111,17037000300,74262
IL,61068,17141961100,54882
IL,61777,17039971500,61803
IL,60108,17043841113,95027
IL,60143,17043840201,110479
IL,60565,17043846201,105345
IL,60510,17089852805,103612
IL,60181,17043843700,93500
IL,61870,17183011100,50402
IL,62806,17047957100,42944
IL,62833,17191954900,52921
IL,62401,17049950800,45135
IL,62431,17173959600,48275
IL,62422,17173959600,48275
IL,60929,17105960200,63521
IL,62999,17055040400,45190
IL,62883,17081050300,56361
IL,61427,17057953200,53198
IL,61533,17143004901,71067
IL,61569,17143004000,70237
IL,62044,17061973600,64246
IL,62081,17061973600,64246
IL,62054,17061973600,64246
IL,60424,17063000900,62530
IL,60437,17063000600,74924
IL,60961,17091010300,71500
IL,60470,17099963700,62051
IL,62810,17081050400,52688
IL,62313,17067954300,50438
IL,61420,17109010200,52630
IL,62947,17151971200,51361
IL,61418,17071973400,60054
IL,61254,17073030300,71868
IL,61234,17073030400,62876
IL,61465,17131040400,57737
IL,60922,17091012600,71474
IL,62940,17077010300,47591
IL,62975,17077010300,47591
IL,62894,17081050300,56361
IL,62908,17127970100,62076
IL,62995,17087977600,54402
IL,62943,17087977800,41848
IL,60505,17089853400,53521
IL,60543,17093890102,110013
IL,60954,17091010900,61265
IL,60586,17197880421,93268
IL,60503,17197880313,105518
IL,60537,17099962300,72427
IL,61401,17095000900,33328
IL,61436,17095001400,68109
IL,60099,17097860101,74447
IL,60073,17097861402,76235
IL,60064,17097863201,60091
IL,60021,17111871402,112433
IL,61350,17099962200,73337
IL,61372,17099962100,57351
IL,60553,17103000100,66204
IL,60920,17105960200,63521
IL,62543,17107953600,66952
IL,62548,17107953600,66952
IL,62671,17107953000,66531
IL,60012,17111870803,122427
IL,60034,17111870101,83290
IL,61705,17113005900,49733
IL,61761,17113000104,55582
IL,61776,17113005102,79357
IL,61722,17113005602,66949
IL,61738,17203030700,69386
IL,61724,17113005502,73959
IL,61818,17147954800,66035
IL,61830,17147954800,66035
IL,62626,17117956400,60890
IL,62572,17117956300,77433
IL,62069,17117957100,51190
IL,62690,17117956100,59336
IL,62638,17137952300,54363
IL,62234,17119403200,52654
IL,62281,17119403702,86774
IL,62090,17119400700,33293
IL,61336,17155954600,73929
IL,61526,17143003700,89489
IL,62941,17153971000,48695
IL,62278,17157950800,62175
IL,62601,17137951500,62655
IL,61047,17141960700,88432
IL,61039,17177000600,65021
IL,61605,17143000200,29972
IL,61528,17143004101,100726
IL,61562,17143003601,64422
IL,62237,17145030100,49188
IL,62268,17189950400,61231
IL,61839,17147954500,72931
IL,62363,17149952800,56967
IL,62362,17149952400,48017
IL,62370,17149952600,50930
IL,62928,17151971200,51361
IL,62964,17153971100,43206
IL,62963,17153971000,48695
IL,61335,17155954600,73929
IL,62286,17157950600,47974
IL,62243,17163503906,71662
IL,62206,17163502603,37127
IL,62702,17167000400,48946
IL,62515,17167004000,64359
IL,62520,17167004000,64359
IL,62681,17169970200,47563
IL,62639,17169970300,52293
IL,61734,17179021900,67411
IL,61747,17179022000,60833
IL,62998,17181950200,48733
IL,61865,17183010300,61396
IL,60932,17183010100,52458
IL,62848,17189950100,60585
IL,62862,17193958300,52806
IL,61230,17195000600,57259
IL,61261,17195000600,57259
IL,60432,17197881200,53538
IL,60451,17197881115,93643
IL,62974,17199020800,46172
IL,62933,17199020300,57275
IL,61548,17203030400,78136
IL,62324,17001010300,62799
IL,62320,17001010200,50803
IL,62314,17149952400,48017
IL,62914,17003957800,37318
IL,62957,17003957600,44282
IL,62275,17005951500,66968
IL,62253,17005951500,66968
IL,62019,17005951200,71985
IL,61038,17007010500,121028
IL,62353,17009970500,58419
IL,61314,17011965600,58469
IL,61323,17011964900,48618
IL,61379,17011965500,59563
IL,61329,17011965100,75829
IL,61342,17099962000,58638
IL,62013,17013951300,57504
IL,62047,17013951200,53201
IL,61285,17015960600,57025
IL,61252,17195000400,79901
IL,61046,17015960100,60898
IL,60936,17053961900,64295
IL,61875,17019010604,63982
IL,61810,17183010900,61117
IL,62558,17167003300,68547
IL,62540,17021958200,55062
IL,62083,17021958700,47365
IL,62513,17021958100,55242
IL,62449,17033880200,53782
IL,62858,17025971900,57357
IL,62215,17027900602,73773
IL,62440,17029000200,72014
IL,61951,17139976900,68502
IL,60415,17031823002,61073
IL,60501,17031820501,72446
IL,60133,17043841108,84273
IL,60480,17031823801,123461
IL,60458,17031820604,59450
IL,60056,17031802802,85900
IL,60130,17031816100,78998
IL,60008,17031804000,71916
IL,60637,17031420300,65171
IL,60624,17031260800,36779
IL,60661,17031280100,116469
IL,60607,17031841900,115279
IL,60657,17031062000,96520
IL,60613,17031032100,57560
IL,60647,17031221300,58893
IL,60653,17031836400,54253
IL,60461,17031830005,102989
IL,60452,17031825000,61991
IL,60805,17031821800,74237
IL,62433,17033880100,74175
IL,62466,17101880800,49192
IL,62468,17035972500,55167
IL,62445,17079977300,55058
IL,60556,17037001800,65014
IL,61749,17039971600,72042
IL,61752,17113005501,62676
IL,62512,17107952900,63807
IL,60962,17053961700,59167
IL,62836,17055041200,51973
IL,62890,17055041200,51973
IL,62860,17055041200,51973
IL,61482,17057953100,53262
IL,61519,17057953200,53198
IL,62644,17125956500,46573
IL,62931,17069970900,40635
IL,62078,17061973800,58444
IL,60450,17063000400,74357
IL,60416,17063000700,66206
IL,60447,17093890700,89138
IL,62895,17191955300,48815
IL,62835,17193958300,52806
IL,61425,17071973500,51585
IL,61478,17187870200,56008
IL,61462,17187870400,46799
IL,61235,17073030500,72426
IL,61238,17073030202,58934
IL,60938,17075950600,57963
IL,60911,17075950300,64661
IL,60927,17075950200,64676
IL,60964,17091011100,53592
IL,60912,17075950100,62596
IL,60973,17075950900,60126
IL,62958,17181950100,63780
IL,62280,17077010300,47591
IL,62950,17077010300,47591
IL,62432,17079977300,55058
IL,62052,17083010401,58576
IL,62031,17083010402,63391
IL,61075,17085020100,57254
IL,62939,17087977700,48310
IL,60506,17089853005,54652
IL,60538,17093890301,85668
IL,60119,17089854501,135157
IL,60910,17091011300,67226
IL,60969,17091010300,71500
IL,60401,17197883902,86481
IL,60468,17197883904,77663
IL,61448,17095001200,71712
IL,61467,17095000100,52351
IL,60020,17097860903,60047
IL,61325,17099963700,62051
IL,61301,17099962100,57351
IL,62439,17101880700,55913
IL,61006,17103000100,66204
IL,61331,17103000800,51989
IL,61064,17141961500,61217
IL,61740,17105960400,65355
IL,61744,17113005102,79357
IL,62518,17107953600,66952
IL,61723,17107952900,63807
IL,62613,17129010100,68775
IL,61438,17109010200,52630
IL,61470,17109010100,45557
IL,60014,17111871301,76399
IL,61774,17113006000,93490
IL,61748,17113005102,79357
IL,61728,17113005601,72719
IL,61736,17113005400,87446
IL,62522,17115002800,66817
IL,62526,17115002902,68436
IL,62544,17115002602,73229
IL,61937,17139977000,59116
IL,62523,17115003100,25349
IL,62649,17117956200,52507
IL,62009,17117957000,46910
IL,62093,17117956800,59486
IL,62672,17117956300,77433
IL,62067,17119402802,75385
IL,62048,17119404100,55858
IL,62018,17119401721,65983
IL,62881,17121951600,44842
IL,62870,17121951700,63381
IL,61540,17123961400,60876
IL,62617,17125956600,55510
IL,62910,17127970300,47598
IL,62956,17153971000,48695
IL,62675,17129010200,62302
IL,61279,17131040100,70494
IL,62236,17133600102,103850
IL,62695,17137952200,66562
IL,61084,17141961300,81322
IL,61061,17141960900,56895
IL,61015,17141961300,81322
IL,62997,17145030300,49640
IL,62272,17157951100,48655
IL,61854,17147954500,72931
IL,62361,17149952800,56967
IL,62352,17149952800,56967
IL,62340,17149952400,48017
IL,62356,17149952600,50930
IL,62970,17153971000,48695
IL,62217,17157950700,51765
IL,63673,17157951200,53885
IL,62297,17157950900,55241
IL,62450,17159978000,43334
IL,62419,17159978300,53327
IL,61284,17161024103,76636
IL,61275,17161020100,79664
IL,62208,17163503402,65691
IL,62240,17163503100,56579
IL,62204,17163502200,29735
IL,62965,17165956200,80499
IL,62701,17167001400,25315
IL,61452,17169970100,47089
IL,62565,17173959300,49704
IL,61426,17175951500,76974
IL,61067,17177000600,65021
IL,61070,17177000100,58487
IL,61844,17183010800,58270
IL,61858,17183010800,58270
IL,62410,17185957200,62478
IL,62878,17191955000,63317
IL,62886,17191955300,48815
IL,62809,17191954900,52921
IL,61270,17195000200,63988
IL,61251,17195000600,57259
IL,60441,17197880602,63497
IL,62918,17199020201,56179
IL,61104,17201001200,22261
IL,61077,17201004300,63569
IL,61545,17203030100,65797
IL,62339,17001010200,50803
IL,62338,17001010400,60930
IL,62952,17181950500,44819
IL,60146,17037000200,76074
IL,61361,17011964800,56157
IL,61362,17011965000,49022
IL,61330,17011964700,59604
IL,61337,17011965000,49022
IL,61338,17011964800,56157
IL,62355,17149952800,56967
IL,61822,17019000902,69722
IL,61821,17019001100,88290
IL,61840,17019010500,75976
IL,61862,17019010400,58014
IL,62510,17021958600,66597
IL,62441,17023060200,53316
IL,62478,17023060100,62057
IL,62413,17033880100,74175
IL,62434,17025971900,57357
IL,62854,17121951600,44842
IL,62218,17027900601,72543
IL,62219,17027900300,69684
IL,61928,17139976900,68502
IL,61911,17041952300,56541
IL,60070,17031802607,81421
IL,60093,17031800300,281491
IL,60091,17031801100,180758
IL,60631,17031100300,90783
IL,60477,17031825400,70556
IL,60120,17031804405,56125
IL,60131,17031811500,63767
IL,60534,17031819200,65366
IL,60203,17031806700,143369
IL,60464,17031823801,123461
IL,60546,17031815701,110294
IL,60010,17031804201,229534
IL,60126,17043842900,119723
IL,60409,17031826201,46108
IL,60429,17031825503,77358
IL,60603,17031320400,101573
IL,60640,17031031100,73042
IL,60478,17031825505,68819
IL,60443,17031830006,64594
IL,60550,17037001800,65014
IL,61745,17113005400,87446
IL,60188,17043841210,52409
IL,60148,17043844201,78085
IL,60504,17043846515,71698
IL,60515,17043844802,95800
IL,61949,17045070200,48232
IL,62476,17047956900,51554
IL,62411,17049950300,58496
IL,62461,17049950200,73621
IL,62414,17051950500,43931
IL,62418,17051950600,54001
IL,60948,17075950700,70038
IL,61731,17113005700,61687
IL,62874,17055040800,53606
IL,61477,17057953100,53262
IL,61441,17057953100,53262
IL,61524,17057953700,51779
IL,62867,17193958400,59840
IL,62871,17059972700,58687
IL,60481,17197884006,71286
IL,61360,17099962400,67294
IL,60479,17063000600,74924
IL,60407,17063000800,74539
IL,62859,17065973100,50354
IL,62887,17193958300,52806
IL,62321,17067954300,50438
IL,62341,17067954000,50895
IL,62380,17067954300,50438
IL,62374,17067954300,50438
IL,61447,17187870100,48471
IL,61480,17071973500,51585
IL,61277,17195000700,56636
IL,60953,17075950900,60126
IL,60942,17183010200,47443
IL,62942,17077010300,47591
IL,62916,17077010100,54450
IL,62905,17181950200,48733
IL,62864,17081050700,44781
IL,62012,17083010200,66462
IL,62037,17083010402,63391
IL,62022,17083010300,67397
IL,61041,17085020402,53478
IL,62912,17087977700,48310
IL,62972,17087977600,54402
IL,62967,17087977600,54402
IL,60177,17089851801,87550
IL,60539,17089852808,104714
IL,60958,17091011000,28750
IL,60913,17091010300,71500
IL,60544,17197880404,107401
IL,61472,17095000100,52351
IL,60047,17097864402,174992
IL,60031,17097861509,98513
IL,60041,17097860906,100734
IL,60040,17097865200,102547
IL,60050,17111870605,75944
IL,60042,17097864203,86502
IL,61348,17099964000,77186
IL,61316,17099963200,44352
IL,61334,17099964100,58304
IL,61377,17099964100,58304
IL,61071,17195001800,73241
IL,61318,17103000900,61848
IL,61422,17109010100,45557
IL,61411,17109011000,50860
IL,61772,17113006000,93490
IL,61701,17113001600,30301
IL,61720,17113005601,72719
IL,62549,17115002500,80513
IL,62674,17117956200,52507
IL,62058,17119403802,65733
IL,62201,17163502100,40459
IL,62060,17119400903,49853
IL,62062,17119403533,89605
IL,62849,17121952200,56306
IL,61491,17175951500,76974
IL,61424,17123961300,63092
IL,62264,17163504001,82367
IL,62051,17135957400,51764
IL,62089,17135958000,50753
IL,62692,17137952300,54363
IL,62670,17167003500,64501
IL,61606,17143001800,41734
IL,61536,17143004902,74218
IL,61614,17143002900,79382
IL,61451,17143003800,66348
IL,62257,17163504002,65735
IL,62233,17157951200,53885
IL,61265,17161021800,83575
IL,61259,17161024103,76636
IL,62254,17163504302,65176
IL,62226,17163503301,44684
IL,62260,17163503203,78391
IL,62917,17165956100,42657
IL,62615,17167003400,57208
IL,61050,17177000200,57707
IL,62961,17181950500,44819
IL,61833,17183010701,46551
IL,61848,17183010300,61396
IL,61831,17183010300,61396
IL,62852,17185957200,62478
IL,61417,17187870200,56008
IL,62876,17189950400,61231
IL,62214,17189950200,59976
IL,62446,17191954900,52921
IL,62842,17191955000,63317
IL,62827,17193958200,52281
IL,60448,17197883519,94945
IL,60435,17197881604,52542
IL,62949,17199020100,44303
IL,61103,17201003801,75079
IL,61108,17201000502,71855
IL,61516,17203030200,58740
IL,61771,17203030700,69386
IL,62347,17001010300,62799
IL,62346,17001010200,50803
IL,62962,17003957700,49774
IL,62992,17153971100,43206
IL,61012,17007010601,68987
IL,61359,17011965000,49022
IL,62036,17013951300,57504
IL,61074,17015960200,57960
IL,62612,17017960100,57845
IL,61877,17019010800,76623
IL,61851,17019010900,68031
IL,61849,17019010800,76623
IL,61847,17019010400,58014
IL,60957,17053961700,59167
IL,60960,17183010100,52458
IL,62567,17021958600,66597
IL,62550,17173959100,52977
IL,62555,17021958700,47365
IL,62477,17023060100,62057
IL,61944,17045070400,46618
IL,62824,17025972200,46569
IL,62839,17025972100,45265
IL,62216,17027900100,73868
IL,62265,17027900602,73773
IL,60004,17031803008,121652
IL,60090,17031802505,60975
IL,60089,17097864519,110915
IL,60513,17031818800,78728
IL,60076,17031807200,85420
IL,60053,17031808400,93453
IL,60302,17031812400,238141
IL,60304,17031812900,114415
IL,60192,17031804201,229534
IL,60527,17043845902,145545
IL,60164,17031811800,70120
IL,60195,17031804105,139354
IL,60169,17031804705,74516
IL,60633,17031838800,41388
IL,60632,17031580400,44522
IL,60643,17031720700,76501
IL,60620,17031711000,45690
IL,60636,17031671300,41623
IL,60609,17031842600,74293
IL,60619,17031440202,37347
IL,60605,17031330100,104431
IL,60617,17031510100,46701
IL,60411,17031829700,57913
IL,60469,17031824800,54520
IL,62436,17035972500,55167
IL,61735,17039971500,61803
IL,61842,17039971400,55040
IL,61917,17045070200,48232
IL,60157,17043841004,76710
IL,60502,17043846409,146657
IL,60555,17043841607,78376
IL,60106,17043840802,60598
IL,60516,17043845704,78906
IL,60559,17043845000,89032
IL,60514,17043845100,203540
IL,60191,17043840101,71587
IL,61876,17183010900,61117
IL,62815,17047956900,51554
IL,62424,17049950500,74743
IL,62011,17051950700,59735
IL,61773,17053961900,64295
IL,62865,17055040300,44431
IL,62891,17055040200,46652
IL,62825,17055040200,46652
IL,61520,17057953500,45008
IL,61542,17057953800,46019
IL,61543,17057953700,51779
IL,61450,17067953700,49788
IL,62326,17109011100,46100
IL,62919,17069971000,40918
IL,61437,17071973400,60054
IL,61454,17071973500,51585
IL,61476,17131040200,64447
IL,61453,17187870100,48471
IL,61240,17073030201,82695
IL,61273,17073030201,82695
IL,61434,17073031100,51780
IL,61258,17073030400,62876
IL,60924,17075950800,68496
IL,60945,17075950100,62596
IL,62902,17199021400,64742
IL,62903,17077011600,78386
IL,62924,17077010200,42594
IL,62480,17079977500,57165
IL,62816,17081050400,52688
IL,62814,17081050200,50286
IL,61085,17085020500,54813
IL,61025,17085020200,60041
IL,61044,17177000400,56016
IL,60110,17089850106,108843
IL,60118,17089850103,107983
IL,60144,17089852403,82793
IL,60142,17111871500,82778
IL,60901,17091012200,58744
IL,60935,17091010300,71500
IL,60431,17197883216,89767
IL,61485,17095000100,52351
IL,61458,17095001600,53250
IL,61474,17095001500,50487
IL,61489,17095001600,53250
IL,61529,17143004000,70237
IL,60096,17097860103,88954
IL,60048,17097863701,114524
IL,60060,17097864105,126624
IL,60084,17097864205,89071
IL,60069,17097864521,138804
IL,61021,17103000600,45662
IL,61367,17103000900,61848
IL,61081,17195000900,89573
IL,61764,17105960600,60709
IL,61769,17105960900,68587
IL,60934,17105960200,63521
IL,61743,17105960400,65355
IL,62666,17107953500,69163
IL,61455,17109010700,55458
IL,61729,17203030602,85416
IL,62521,17115002601,77440
IL,62537,17115002800,66817
IL,62088,17117957200,51277
IL,62640,17117956100,59336
IL,62023,17117957000,46910
IL,62021,17119402802,75385
IL,61523,17143003700,89489
IL,61567,17125956400,73132
IL,62642,17129010100,68775
IL,62015,17135957600,69832
IL,62650,17137951600,36324
IL,62534,17173959100,52977
IL,61020,17141961000,61426
IL,61010,17141961700,63805
IL,61007,17141960800,61643
IL,61552,17143003402,120197
IL,61559,17143003800,66348
IL,61616,17143004200,70245
IL,61625,17143001800,41734
IL,62274,17145030200,48308
IL,62238,17145030300,49640
IL,61855,17147954800,66035
IL,61327,17155954600,73929
IL,61340,17155954500,58049
IL,62261,17157950900,55241
IL,61201,17161023100,89943
IL,61244,17161020400,58187
IL,61278,17161020100,79664
IL,62223,17163503202,62959
IL,62239,17163503100,56579
IL,62703,17167002700,42570
IL,62629,17167003202,69765
IL,62711,17167003604,97055
IL,62438,17173959600,48275
IL,61063,17201004300,63569
IL,61060,17177000200,57707
IL,61027,17177000400,56016
IL,61571,17179022300,76942
IL,61611,17179020100,58097
IL,61568,17179021702,76522
IL,61755,17179021701,75889
IL,61742,17203030602,85416
IL,61473,17187870200,56008
IL,61435,17187870300,57850
IL,60446,17197880505,75571
IL,60449,17197883602,83436
IL,60403,17197980100,75024
IL,60442,17197883509,77416
IL,60408,17197884003,63096
IL,62951,17199020700,44201
IL,61101,17201003801,75079
IL,61112,17201000514,81031
IL,62305,17001001100,77275
IL,62311,17067954300,50438
IL,62360,17001010300,62799
IL,62379,17067954200,57893
IL,62990,17003957600,44282
IL,62988,17003957600,44282
IL,60135,17037000100,68915
IL,62378,17009970400,51220
IL,61356,17011964900,48618
IL,61349,17011964700,59604
IL,61320,17011965100,75829
IL,61443,17073030600,43368
IL,61328,17011964700,59604
IL,62006,17013951300,57504
IL,61014,17015960600,57025
IL,61078,17015960100,60898
IL,61062,17177000400,56016
IL,62618,17017960300,54428
IL,62611,17017960200,55548
IL,61843,17019010500,75976
IL,61866,17019010100,45331
IL,61863,17019010900,68031
IL,62557,17021958700,47365
IL,62547,17021958100,55242
IL,62075,17135957300,48006
IL,61933,17045070500,62095
IL,62899,17025972200,46569
IL,62448,17079977500,57165
IL,62245,17027900602,73773
IL,62230,17027900300,69684
IL,62250,17027900500,47250
IL,62875,17121951700,63381
IL,62266,17027900602,73773
IL,61938,17029000300,54394
IL,62447,17035972600,59523
IL,60463,17031823604,105785
IL,60025,17031802002,124012
IL,60714,17031805402,76871
IL,60706,17031810502,64450
IL,60467,17031824114,111709
IL,60465,17031823803,75944
IL,60160,17031816300,62261
IL,60067,17031804102,163253
IL,60074,17031803605,117950
IL,60476,17031828300,55398
IL,60473,17031827801,62021
IL,60655,17031740300,93120
IL,60649,17031430700,36100
IL,60644,17031252102,36486
IL,60618,17031160700,81479
IL,60611,17031081403,118891
IL,60642,17031842300,119026
IL,60602,17031839100,107575
IL,60660,17031030200,78462
IL,60804,17031814300,59006
IL,60005,17031805110,75835
IL,60475,17031829600,55131
IL,60456,17031822000,51799
IL,60172,17043841104,109737
IL,62462,17035972600,59523
IL,60112,17037001600,76885
IL,60548,17037002000,68301
IL,60152,17111871004,74202
IL,60530,17103000100,66204
IL,61756,17115003000,63827
IL,61778,17039971600,72042
IL,61941,17041952000,50668
IL,60540,17043846209,159906
IL,60519,17043846408,153859
IL,60440,17197880107,76924
IL,60564,17197880309,154827
IL,60184,17043841308,127565
IL,61924,17045070100,53800
IL,62818,17185957200,62478
IL,62473,17049950400,51321
IL,62880,17051951100,56641
IL,62032,17135958000,50753
IL,60946,17053961600,57700
IL,60968,17075950700,70038
IL,62897,17055040500,47827
IL,62812,17055040600,42101
IL,62819,17055040200,46652
IL,62983,17055040400,45190
IL,61501,17057953900,48279
IL,61484,17057953900,48279
IL,61431,17057953000,46829
IL,61531,17057952900,60568
IL,61433,17057953200,53198
IL,62930,17165955600,56789
IL,62092,17061973800,58444
IL,60474,17063000900,62530
IL,60410,17197883306,87775
IL,62817,17065973200,53883
IL,62935,17165955700,45262
IL,62373,17067954200,57893
IL,62982,17069970900,40635
IL,61460,17071973500,51585
IL,61262,17073030201,82695
IL,61490,17073031200,58196
IL,61419,17073031200,58196
IL,61414,17095000100,52351
IL,60955,17075950700,70038
IL,60926,17075950800,68496
IL,60918,17075950700,70038
IL,62832,17145030400,39888
IL,62898,17081050300,56361
IL,62846,17081050400,52688
IL,62872,17081050400,52688
IL,62808,17189950400,61231
IL,62877,17189950100,60585
IL,61028,17085020402,53478
IL,60102,17111871310,113377
IL,60124,17089850701,110536
IL,60554,17089854504,129956
IL,60915,17091011900,63212
IL,60950,17091010201,77887
IL,60940,17091010100,71618
IL,60560,17093890600,88100
IL,61449,17175951400,53621
IL,61430,17095001200,71712
IL,60002,17097860810,77166
IL,60085,17097862604,55960
IL,60035,17097865400,104919
IL,60046,17097861012,88006
IL,60051,17111870702,91432
IL,61370,17099964100,58304
IL,61310,17103000800,51989
IL,61042,17103000700,60289
IL,61353,17103000900,61848
IL,61741,17105960900,68587
IL,61726,17113005700,61687
IL,61313,17105960300,54883
IL,61311,17105960300,54883
IL,62656,17107953300,47245
IL,62634,17107953500,69163
IL,61475,17109010200,52630
IL,61725,17113005202,87649
IL,62535,17115002901,121396
IL,62056,17135957600,69832
IL,62560,17135957500,71907
IL,62025,17119402900,67850
IL,62024,17119401100,48474
IL,61369,17123961500,60129
IL,61565,17123961300,63092
IL,61479,17175951500,76974
IL,61546,17179021802,74225
IL,62633,17125956700,56057
IL,62960,17127970100,62076
IL,61264,17161024102,71380
IL,61412,17131040400,57737
IL,61276,17131040100,70494
IL,62298,17133600501,74901
IL,62049,17135958000,50753
IL,62076,17135957300,48006
IL,61957,17173959400,57149
IL,61914,17139977100,58320
IL,61052,17141961000,61426
IL,61054,17141960900,56895
IL,61091,17141961500,61217
IL,61525,17143003900,95382
IL,61929,17147954800,66035
IL,61813,17147954700,50901
IL,62242,17157950900,55241
IL,61242,17161020100,79664
IL,61257,17161020100,79664
IL,62269,17163504355,119149
IL,62220,17163503906,71662
IL,62282,17163504002,65735
IL,62561,17167003802,63738
IL,62689,17167003400,57208
IL,62684,17167003700,89794
IL,62536,17167003203,91694
IL,62661,17167003500,64501
IL,62610,17171970700,59418
IL,61032,17177000500,77804
IL,61013,17177000200,57707
IL,61550,17179021606,95912
IL,61733,17179021701,75889
IL,61883,17183010600,42772
IL,61814,17183010400,68950
IL,62803,17189950100,60585
IL,62271,17189950200,59976
IL,62843,17191954900,52921
IL,60491,17197881002,87879
IL,60436,17197882900,54379
IL,60421,17197883307,76478
IL,61024,17201004100,70536
IL,61561,17203030300,71527
IL,62343,17149952500,48574
IL,62074,17119403802,65733
IL,61111,17201003807,78536
IL,61073,17201003904,68530
IL,62323,17149952400,48017
IL,61312,17011964700,59604
IL,61317,17011964700,59604
IL,61283,17195000800,53303
IL,61537,17123961300,63092
IL,62053,17013951200,53201
IL,62065,17013951200,53201
IL,62691,17017960200,55548
IL,62622,17017960300,54428
IL,61874,17019010900,68031
IL,61801,17019005800,71388
IL,61802,17019005402,60627
IL,61864,17019010900,68031
IL,61878,17019010400,58014
IL,61815,17019010604,63982
IL,62570,17021958200,55062
IL,62546,17021959000,68989
IL,62517,17021958200,55062
IL,62563,17167003901,96939
IL,62538,17021959000,68989
IL,62442,17023060300,53241
IL,62426,17025971900,57357
IL,62443,17049950400,51321
IL,62801,17121952500,42840
IL,62231,17027900402,58035
IL,62882,17121951700,63381
IL,61943,17029000100,50960
IL,61920,17029000100,50960
IL,61912,17029000600,63381
IL,61930,17041952000,50668
IL,61910,17041952400,57948
IL,60016,17031806102,82381
IL,60077,17031807300,71340
IL,60026,17031802300,168819
IL,60487,17031824117,117863
IL,60439,17031824004,111283
IL,60176,17031770800,59898
IL,60707,17031810900,65647
IL,60526,17031819000,135099
IL,60104,17031817000,62303
IL,60827,17031821500,39965
IL,60426,17031827300,39800
IL,60425,17031828702,68284
IL,60628,17031491400,43518
IL,60621,17031680900,26877
IL,60606,17031839100,107575
IL,60615,17031410200,57875
IL,60646,17031120200,108958
IL,60639,17031191200,37827
IL,60622,17031242400,74391
IL,60610,17031080202,145632
IL,60402,17031815200,59588
IL,60531,17099961702,75035
IL,60552,17037001900,69184
IL,60140,17089850702,79415
IL,61727,17039971800,47382
IL,61882,17039971500,61803
IL,61913,17147954700,50901
IL,60139,17043840911,91780
IL,60189,17043842602,201709
IL,60190,17043841403,100440
IL,61932,17045070200,48232
IL,62844,17047957000,52807
IL,60917,17091010300,71500
IL,60933,17053961700,59167
IL,61415,17057953000,46829
IL,61563,17057953700,51779
IL,62984,17059972800,47054
IL,62954,17059972800,47054
IL,62869,17193958400,59840
IL,62098,17061974000,54216
IL,62630,17117956500,65052
IL,60444,17063000600,74924
IL,62330,17067953700,49788
IL,62334,17067954000,50895
IL,62336,17067953900,52148
IL,61413,17073031200,58196
IL,61468,17073031200,58196
IL,60941,17091012600,71474
IL,60970,17075950100,62596
IL,60931,17075950100,62596
IL,62966,17077010400,52391
IL,62907,17077010100,54450
IL,62901,17077010900,44227
IL,62932,17077010200,42594
IL,62927,17077010200,42594
IL,62994,17077010100,54450
IL,62425,17159977900,64439
IL,62063,17083010100,53200
IL,62028,17083010300,67397
IL,60123,17089851102,66134
IL,60175,17089852401,148200
IL,60545,17093890500,72577
IL,60512,17093890400,92845
IL,60585,17197880310,117374
IL,61488,17095000200,67108
IL,61572,17095001600,53250
IL,60087,17097861803,54699
IL,61321,17099964100,58304
IL,61332,17099964100,58304
IL,62417,17101880900,47274
IL,61031,17103000200,86319
IL,61378,17103000900,61848
IL,61721,17179022000,60833
IL,62693,17167003700,89794
IL,60156,17111871208,94189
IL,60097,17111870401,85244
IL,60180,17111871500,82778
IL,61737,17113005602,66949
IL,62501,17115002200,63008
IL,62554,17115002200,63008
IL,62539,17167004000,64359
IL,62085,17117957000,46910
IL,61375,17123961100,60696
IL,61541,17123961500,60129
IL,62655,17125956600,55510
IL,62953,17127970100,62076
IL,62677,17167003500,64501
IL,61466,17131040400,57737
IL,62248,17133600502,67934
IL,62094,17135957400,51764
IL,62017,17135958000,50753
IL,62553,17173959600,48275
IL,62628,17137951400,52666
IL,62665,17137951400,52666
IL,62668,17137952200,66562
IL,61043,17141961000,61426
IL,61030,17141960800,61643
IL,61109,17201003706,72290
IL,61604,17143004500,51551
IL,61615,17143003102,81728
IL,61547,17143004901,71067
IL,61517,17143003900,95382
IL,62926,17181950500,44819
IL,61363,17155954500,58049
IL,62288,17157951000,55243
IL,62292,17157950700,51765
