state,zipcode,census_tract_id,mean_household_income
AK,99903,2275000300,69596
AK,99777,2290000200,54749
AK,99691,2290000400,51361
AK,99745,2290000300,41621
AK,99754,2290000300,41621
AK,99583,2013000100,65923
AK,99516,2020002823,162714
AK,99626,2050000300,56973
AK,99609,2050000100,49549
AK,99551,2050000100,49549
AK,99636,2070000100,51042
AK,99709,2090001900,82474
AK,99775,2090001300,120734
AK,99826,2105000300,54330
AK,99672,2122000200,74350
AK,99901,2130000100,83004
AK,99640,2164000100,55699
AK,99564,2164000100,55699
AK,99579,2164000100,55699
AK,99674,2170000200,66914
AK,99769,2180000100,46477
AK,99753,2180000100,46477
AK,99785,2180000100,46477
AK,99519,2185000200,71894
AK,99782,2185000200,71894
AK,99780,2240000100,53209
AK,99632,2270000100,47397
AK,99662,2270000100,47397
AK,99620,2270000100,47397
AK,99590,2290000400,51361
AK,99790,2290000200,54749
AK,99758,2290000200,54749
AK,99505,2020000300,61260
AK,99518,2020002502,80360
AK,99503,2050000300,56973
AK,99515,2020002712,79729
AK,99641,2050000100,49549
AK,99630,2050000100,49549
AK,99690,2050000100,49549
AK,99589,2050000100,49549
AK,99651,2050000100,49549
AK,99670,2060000100,88476
AK,99743,2068000100,78511
AK,99755,2068000100,78511
AK,99678,2070000100,51042
AK,99714,2090001700,70573
AK,99664,2122001300,72766
AK,99556,2122000800,59106
AK,99624,2150000100,65712
AK,99606,2164000100,55699
AK,99588,2170000200,66914
AK,99683,2170000101,41606
AK,99667,2170000101,41606
AK,99671,2180000100,46477
AK,99771,2180000100,46477
AK,99791,2185000200,71894
AK,99749,2188000100,55253
AK,99727,2188000100,55253
AK,99706,2240000400,82945
AK,99677,2261000300,80663
AK,99788,2290000100,35141
AK,99748,2290000300,41621
AK,99602,2290000400,51361
AK,99746,2290000300,41621
AK,99774,2290000200,54749
AK,99733,2290000100,35141
AK,99558,2290000400,51361
CA,94601,6001407200,44669
CA,94501,6001427700,78635
CA,94560,6001444302,84424
CA,94587,6001440200,59719
CA,94580,6001435800,80643
CA,94514,6013304002,81693
CA,94703,6001423000,80052
CA,95601,6005000200,72559
CA,95669,6005000200,72559
CA,95901,6115041000,93275
CA,95974,6007003600,60567
CA,95914,6007003300,64389
CA,95246,6009000300,62276
CA,95979,6011000400,65562
CA,94549,6013348000,227649
CA,94595,6013351103,86047
CA,94506,6013355113,220589
CA,94806,6013365003,71820
CA,94801,6013378000,94330
CA,94803,6013361000,82187
CA,94553,6013318000,73094
CA,94530,6013385100,126945
CA,94572,6013356001,96068
CA,95567,6015000202,54294
CA,93608,6019008200,34978
CA,93612,6019005608,47121
CA,93630,6019003900,49083
CA,93606,6019004100,52160
CA,93646,6107000202,54034
CA,93664,6019006402,83478
CA,93703,6019003302,36716
CA,93234,6019007801,36785
CA,93616,6019006900,59347
CA,95503,6023010600,74698
CA,95554,6023011600,44582
CA,95560,6023011500,49350
CA,95524,6023000900,79719
CA,92243,6025011100,53106
CA,93526,6027000500,58494
CA,93527,6107002700,78043
CA,93305,6029001400,40088
CA,93308,6029005201,54796
CA,93311,6029003204,129076
CA,93220,6029005204,39625
CA,93518,6029006004,78553
CA,93251,6029003304,67790
CA,93226,6029005201,54796
CA,93245,6031000402,69583
CA,93266,6031001601,48647
CA,93202,6031000500,58480
CA,95485,6033000100,55900
CA,96130,6035040305,59703
CA,96109,6035040600,53730
CA,96123,6035040100,66749
CA,91504,6037310300,98034
CA,91606,6037123901,64767
CA,90640,6037530102,51938
CA,91770,6037482401,85311
CA,93535,6037900102,57571
CA,90290,6037800102,173024
CA,91792,6037408134,94685
CA,91789,6037403402,100778
CA,91791,6037406412,109968
CA,91723,6037406102,61626
CA,91773,6037401311,82681
CA,91702,6037930301,84740
CA,91741,6037400404,117405
CA,91765,6037403324,127120
CA,90303,6037600602,36835
CA,90033,6037203600,40367
CA,90032,6037201401,56433
CA,90249,6037603500,72989
CA,91355,6037920339,156545
CA,91350,6037920013,108392
CA,91387,6037910811,130141
CA,91001,6037460200,105329
CA,91604,6037143800,128379
CA,91402,6037120104,42314
CA,91030,6037480704,83246
CA,91108,6037464100,261952
CA,90062,6037232400,41810
CA,90292,6037702901,106076
CA,90003,6037239702,38567
CA,90056,6037703002,124399
CA,90732,6037296401,100365
CA,90716,6037555211,53444
CA,90805,6037570501,74347
CA,90402,6037701304,198978
CA,90010,6037211701,144068
CA,91040,6037103300,110450
CA,90403,6037701202,121483
CA,93550,6037910811,130141
CA,92397,6071009201,89983
CA,91732,6037433304,49320
CA,91731,6037432801,35222
CA,94949,6041105000,85581
CA,94939,6041120000,142680
CA,95306,6043000102,64577
CA,95428,6045010100,38223
CA,95429,6045010100,38223
CA,95425,6097154202,74422
CA,95449,6045011800,58539
CA,95456,6045011001,55006
CA,95432,6045011001,55006
CA,95301,6047000505,49542
CA,96134,6049000200,51361
CA,96054,6049000200,51361
CA,93517,6051000102,48322
CA,89010,6051000101,74880
CA,93907,6053010501,100344
CA,93953,6053011900,175827
CA,94567,6055201800,85396
CA,94599,6055201300,96796
CA,94576,6055201700,126897
CA,96161,6061022014,67172
CA,95977,6115040901,66163
CA,92840,6059088401,78141
CA,92841,6059088105,78385
CA,92647,6059099406,102712
CA,92673,6059042112,148365
CA,92865,6059076204,57971
CA,92866,6059075902,72570
CA,92624,6059042201,101886
CA,90743,6059099506,108875
CA,95714,6061022013,76298
CA,95717,6061022013,76298
CA,96140,6061020105,65044
CA,95915,6063000400,46638
CA,95984,6063000400,46638
CA,96020,6063000501,44718
CA,95947,6063000400,46638
CA,96118,6091010000,58780
CA,92234,6065044926,57557
CA,92240,6065044507,50494
CA,92544,6065043304,91168
CA,92543,6065043317,65041
CA,92264,6065044807,93057
CA,92282,6065044521,55487
CA,92239,6065046900,53701
CA,92201,6065046900,53701
CA,92373,6071008500,144016
CA,92210,6065045125,224294
CA,92324,6071007105,84804
CA,92399,6071008703,114811
CA,95843,6067007433,73940
CA,95814,6067001101,38920
CA,95864,6067005702,140927
CA,95655,6067008801,79095
CA,95824,6067004601,37220
CA,95075,6069000802,95897
CA,92394,6071009110,71798
CA,92338,6071010300,43202
CA,92410,6071005701,22912
CA,92337,6071002601,81082
CA,92313,6071007104,101251
CA,92325,6071010804,69289
CA,92014,6073008324,203330
CA,92020,6073016202,52388
CA,92111,6073008510,66190
CA,92108,6073009304,77076
CA,92037,6073008312,221164
CA,92104,6073001500,68951
CA,92154,6073010015,61778
CA,92067,6073017106,294591
CA,92075,6073017303,156380
CA,92103,6073000300,75845
CA,91935,6073021302,100808
CA,91978,6073021303,125025
CA,91906,6073021100,64774
CA,91948,6073020902,61873
CA,92069,6073020022,94951
CA,92010,6073019806,98630
CA,92058,6073018700,51004
CA,94131,6075021600,121315
CA,94124,6075023200,58667
CA,94134,6075980501,34246
CA,94108,6075011902,89451
CA,94130,6075017902,63286
CA,95686,6077004001,58304
CA,95242,6077004106,112170
CA,95211,6077001200,76421
CA,95240,6077004704,73293
CA,95320,6077004902,76109
CA,93405,6079013000,88798
CA,93433,6079012102,57667
CA,93430,6079013000,88798
CA,94070,6081609601,169521
CA,94065,6081610304,116193
CA,94019,6081613700,125592
CA,93105,6083001906,127614
CA,93109,6083001304,109576
CA,95138,6085512001,163140
CA,95033,6085511800,150994
CA,95120,6085511909,182801
CA,95136,6085512019,96059
CA,95123,6085512045,121399
CA,94304,6085511707,195281
CA,95073,6087122001,114790
CA,95017,6087120200,102584
CA,96011,6089012601,64062
CA,96019,6089011702,44381
CA,96051,6089012500,74481
CA,96069,6089012601,64062
CA,96033,6089012400,86633
CA,96025,6093001100,43532
CA,96075,6103000100,54735
CA,95936,6091010000,58780
CA,96049,6093000500,37275
CA,95687,6095252915,146559
CA,94590,6095251000,56414
CA,95441,6097154100,104649
CA,95448,6097154000,111966
CA,95465,6097154304,86938
CA,95405,6097151504,80561
CA,95407,6097153300,74534
CA,95476,6097150100,114150
CA,94951,6097151309,89606
CA,95497,6097154303,87786
CA,95350,6099000801,74343
CA,95367,6099000303,66926
CA,95313,6099003400,69610
CA,95319,6099002002,42515
CA,95957,6101050900,59530
CA,96055,6103000100,54735
CA,96074,6103000300,57800
CA,95552,6105000400,42907
CA,95527,6105000200,52468
CA,96052,6105000102,55974
CA,96010,6105000200,52468
CA,95379,6109003200,60632
CA,95383,6109002100,54440
CA,93012,6111005600,94453
CA,93066,6111005100,150958
CA,93036,6111003012,26153
CA,93004,6111001301,84013
CA,93022,6111001001,97073
CA,95616,6113010508,116627
CA,95691,6113010102,51076
CA,95637,6113011500,82894
CA,95698,6113011400,72546
CA,95935,6115041100,56398
CA,94705,6001400100,239217
CA,94602,6001406700,96684
CA,95646,6003010000,83791
CA,95689,6005000101,69629
CA,95969,6007002200,60668
CA,95916,6007002400,49341
CA,95978,6007001704,45668
CA,95948,6007003502,48164
CA,95228,6009000120,75750
CA,95248,6009000400,48110
CA,95233,6009000501,80707
CA,95252,6009000220,76555
CA,95245,6009000300,62276
CA,95232,6009000400,48110
CA,95932,6011000500,51848
CA,95645,6101050900,59530
CA,94596,6013343001,111514
CA,94583,6013345115,176908
CA,94804,6013380000,76911
CA,94569,6013318000,73094
CA,95635,6017030602,69899
CA,96142,6017032000,67912
CA,93660,6019008200,34978
CA,93611,6019005702,86907
CA,93706,6019007600,51789
CA,93618,6107000502,53322
CA,93622,6019008402,45639
CA,93728,6019002100,44465
CA,93701,6019000600,27682
CA,93620,6047002401,54080
CA,93656,6019007700,49629
CA,93242,6019007400,55706
CA,95943,6021010502,66228
CA,95546,6023940000,39229
CA,95547,6023010902,73784
CA,95525,6023010300,61991
CA,95570,6023010200,54098
CA,92266,6025012400,28781
CA,93513,6027000500,58494
CA,92328,6027000800,50990
CA,93307,6029006201,42211
CA,93528,6029006500,43915
CA,93516,6071011600,66066
CA,93561,6029006007,87421
CA,93224,6029003304,67790
CA,93461,6079010300,101525
CA,93276,6029003304,67790
CA,93201,6107004300,36988
CA,95467,6033001300,67375
CA,95461,6033001300,67375
CA,95453,6033000300,67281
CA,96119,6035040100,66749
CA,96113,6035040600,53730
CA,96056,6035040100,66749
CA,91306,6037134104,79986
CA,91755,6037482600,79125
CA,90701,6037554802,71403
CA,90241,6037550901,55251
CA,90250,6037602403,50742
CA,90210,6037261101,328332
CA,90004,6037211500,113486
CA,90013,6037206200,37542
CA,90069,6037194300,301039
CA,91384,6037920104,121106
CA,90704,6037599100,66757
CA,90059,6037540700,46353
CA,91601,6037125310,51229
CA,91352,6037102107,76516
CA,91311,6037920303,139886
CA,90068,6037189701,104853
CA,90744,6037294701,34780
CA,90023,6037204920,44411
CA,90016,6037219800,46800
CA,90713,6037570901,94504
CA,90058,6037532400,50565
CA,91006,6037430801,85493
CA,90638,6037503802,98544
CA,90606,6037502200,69209
CA,91016,6037430302,106763
CA,91008,6037430200,185900
CA,91759,6037930301,84740
CA,90602,6037501600,112839
CA,91371,6037134905,98620
CA,93644,6039000103,65553
CA,93614,6039000106,92381
CA,94970,6041132100,89836
CA,94933,6041113000,102862
CA,95470,6045010801,66478
CA,95427,6045011200,51170
CA,95460,6045011002,65205
CA,95417,6045010200,43696
CA,95463,6045011200,51170
CA,96108,6049000300,54310
CA,93512,6051000101,74880
CA,93923,6053011604,143808
CA,93901,6053014500,83526
CA,93943,6053013000,76672
CA,94503,6055201005,95587
CA,94574,6055201700,126897
CA,94508,6055201700,126897
CA,92844,6059088901,70653
CA,92843,6059089003,64437
CA,92602,6059052420,149741
CA,92649,6059099508,82690
CA,92637,6059062648,55483
CA,92629,6059042323,135859
CA,92692,6059032020,115467
CA,92614,6059052521,72672
CA,92870,6059011715,101793
CA,92610,6059052426,141021
CA,92530,6065046401,62368
CA,95648,6061021304,84247
CA,95765,6061021309,121445
CA,95677,6061021103,60551
CA,95678,6061021003,78881
CA,95736,6061021901,80084
CA,96122,6063000300,60014
CA,96135,6063000300,60014
CA,95923,6063000502,78513
CA,95956,6063000202,57772
CA,92509,6065040302,91476
CA,92879,6065041410,48442
CA,92881,6065041909,91057
CA,92595,6065043279,72894
CA,92591,6065043218,108124
CA,92223,6065043807,62802
CA,92587,6065042717,64653
CA,92028,6073019001,113335
CA,95818,6067002300,107080
CA,95673,6067007208,63312
CA,95632,6067009408,86381
CA,95680,6067009900,66401
CA,95842,6067007416,51600
CA,95841,6067007503,45760
CA,95639,6067009900,66401
CA,92345,6071010024,71416
CA,92341,6071011102,64856
CA,91709,6071000111,125776
CA,91761,6071012700,78381
CA,91764,6071001312,79324
CA,91737,6071002017,130922
CA,91708,6071001903,112366
CA,92374,6071008401,84269
CA,92358,6071009202,146319
CA,92408,6071007200,54781
CA,92376,6071003509,41844
CA,92268,6071010424,38832
CA,92040,6073016902,96154
CA,92109,6073007702,76829
CA,92116,6073001800,46055
CA,92117,6073008504,75572
CA,91910,6073013401,83496
CA,92026,6073019105,102063
CA,91934,6073021000,51110
CA,92003,6073018803,103278
CA,92102,6073003403,43398
CA,92056,6073018516,82412
CA,92054,6073018700,51004
CA,92060,6073020903,60060
CA,92055,6073018700,51004
CA,94114,6075020500,117618
CA,94110,6075022901,75614
CA,95304,6077005502,126663
CA,95205,6077001800,43582
CA,95361,6099000102,128833
CA,93420,6079012302,126217
CA,93428,6079013000,88798
CA,94010,6081605600,328693
CA,94015,6081601400,96248
CA,94038,6081613502,148364
CA,94020,6081613800,127620
CA,93103,6083000600,111908
CA,93013,6083001706,120860
CA,93460,6083001905,138852
CA,94085,6085509000,86170
CA,95148,6085503313,129709
CA,95127,6085504202,137016
CA,95119,6085512032,115092
CA,95014,6085507703,154487
CA,94043,6085504601,77624
CA,95129,6085507904,175497
CA,95128,6085502101,95138
CA,95117,6085506302,106826
CA,95007,6087120400,91156
CA,96003,6089011803,70862
CA,96125,6091010000,58780
CA,96124,6091010000,58780
CA,96086,6093000500,37275
CA,96067,6093001000,54545
CA,95403,6097152702,73360
CA,95409,6097151601,65911
CA,95439,6097152906,82673
CA,95431,6097150500,101950
CA,95486,6097153703,55468
CA,95326,6099002902,64190
CA,95354,6099001900,63360
CA,96035,6103000800,42668
CA,93261,6107004300,36988
CA,93615,6107000600,39122
CA,93265,6107002700,78043
CA,93673,6107000302,42810
CA,93221,6107000100,75084
CA,93223,6107001601,37943
CA,93258,6107003400,52671
CA,93010,6111005205,150790
CA,93015,6111000302,65395
CA,93033,6111004715,61020
CA,93030,6111003201,43439
CA,93064,6111007512,122392
CA,95606,6113011500,82894
CA,95605,6113010102,51076
CA,95925,6115041100,56398
CA,94605,6001409800,65174
CA,94502,6001428302,152290
CA,94709,6001421700,96258
CA,94536,6001441200,94919
CA,94538,6001441503,139404
CA,94541,6001435400,59455
CA,94546,6001430300,125228
CA,94505,6013304002,81693
CA,95640,6005000303,76622
CA,95629,6005000200,72559
CA,95917,6007003600,60567
CA,95222,6009000121,60737
CA,95226,6009000210,78725
CA,94598,6013338302,153359
CA,94523,6013323000,103557
CA,94597,6013340001,97310
CA,95219,6077004001,58304
CA,94547,6013359203,85163
CA,94850,6013380000,76911
CA,93640,6019008302,28367
CA,93609,6019007500,55561
CA,93619,6019006405,82052
CA,93634,6019006402,83478
CA,93721,6019000600,27682
CA,93675,6019006403,57797
CA,93641,6019006403,57797
CA,93633,6019006403,57797
CA,95963,6021010300,92318
CA,95951,6021010501,51052
CA,95536,6023011200,79742
CA,95545,6023011500,49350
CA,95558,6023011200,79742
CA,92257,6025012400,28781
CA,92251,6025012301,39589
CA,92250,6025012400,28781
CA,92222,6025940000,32461
CA,93549,6027000800,50990
CA,93522,6027000800,50990
CA,93203,6029006007,87421
CA,93523,6029005700,72336
CA,93505,6029006500,43915
CA,93263,6029004102,34779
CA,93287,6029005201,54796
CA,95458,6033000501,40216
CA,91208,6037300701,145027
CA,91405,6037127910,44593
CA,91754,6037482002,85670
CA,91356,6037139801,184020
CA,93536,6037901209,67512
CA,91303,6037134520,40160
CA,91505,6037311300,99883
CA,91301,6037800329,138020
CA,91362,6111007402,220198
CA,90265,6037800406,224035
CA,90221,6037542200,57944
CA,90242,6037551202,71029
CA,91790,6037406702,60748
CA,91706,6037405101,70746
CA,91767,6037402101,63906
CA,91740,6037401101,69066
CA,90301,6037601212,43462
CA,90504,6037650102,100674
CA,90814,6037577100,75785
CA,91302,6037800202,225432
CA,90090,6037980010,80259
CA,90006,6037213320,34288
CA,90065,6037186302,90878
CA,91205,6037302503,36948
CA,91203,6037301801,62334
CA,91343,6037117202,96996
CA,90037,6037232110,30071
CA,90712,6037570701,70079
CA,90740,6059099502,117552
CA,90034,6037269800,78010
CA,90094,6037275602,114982
CA,90071,6037207502,40354
CA,93544,6037911001,79786
CA,91326,6037108102,116150
CA,90266,6037620303,248064
CA,91733,6037433700,57889
CA,94901,6041110200,167514
CA,94925,6041121200,117188
CA,94960,6041115000,161900
CA,94937,6041132200,87280
CA,94930,6041131100,128269
CA,94971,6041133000,118315
CA,94972,6041133000,118315
CA,95585,6045010200,43696
CA,95420,6045011002,65205
CA,93635,6047002202,61100
CA,95348,6047002500,104235
CA,95315,6047000203,58904
CA,96116,6049000300,54310
CA,96107,6051000102,48322
CA,93921,6053011802,112840
CA,93925,6053014800,78581
CA,93906,6053000101,85123
CA,95004,6069000200,101869
CA,93924,6053011000,118571
CA,93451,6053011400,80031
CA,92821,6059001506,97200
CA,90720,6059110015,108491
CA,92845,6059110003,81564
CA,92807,6059021905,104428
CA,92835,6059001601,115398
CA,92701,6059074405,51054
CA,92663,6059063603,83403
CA,92887,6059021827,166046
CA,92861,6059075810,177526
CA,92662,6059063006,142912
CA,95722,6061021902,90326
CA,95663,6061021204,124348
CA,95626,6067007206,89356
CA,95934,6063000400,46638
CA,95981,6063000202,57772
CA,96129,6063000300,60014
CA,92583,6065051300,62087
CA,92211,6065044922,115013
CA,92882,6065041804,137761
CA,92584,6065042743,96823
CA,92507,6065046500,29093
CA,95757,6067009638,74601
CA,95831,6067004009,70097
CA,95823,6067009634,52464
CA,95693,6067009404,112532
CA,95827,6067009005,73122
CA,95835,6067007102,89970
CA,92310,6071025000,56285
CA,91784,6071000814,136082
CA,92335,6071002402,52141
CA,92407,6071004503,113865
CA,92354,6071007306,67053
CA,92256,6071010424,38832
CA,92120,6073009703,85858
CA,92130,6073021500,201644
CA,91911,6073013303,54948
CA,92029,6073020307,72241
CA,91931,6073021202,75043
CA,91962,6073021100,64774
CA,91963,6073021100,64774
CA,94107,6075060700,131600
CA,94133,6075010100,69502
CA,95376,6077005406,71201
CA,95207,6077003110,47369
CA,95204,6077001101,59212
CA,95385,6099003300,69306
CA,95202,6077000100,23941
CA,95234,6077003900,58828
CA,93422,6079012704,103703
CA,93254,6083001800,68839
CA,94061,6081611200,136340
CA,94027,6081611400,367938
CA,94080,6081602200,60928
CA,94066,6081603802,103249
CA,94044,6081603100,115009
CA,94014,6081600100,117598
CA,93436,6083003102,91307
CA,93108,6083001500,249935
CA,93437,6083002606,60629
CA,95037,6085513500,355685
CA,95008,6085506503,73557
CA,95134,6085504602,80031
CA,95139,6085512035,117903
CA,95065,6087121200,132092
CA,96040,6089012702,57407
CA,96013,6089012701,46664
CA,96073,6089012601,64062
CA,96084,6089012601,64062
CA,96028,6089012702,57407
CA,95944,6091010000,58780
CA,96058,6093000200,51506
CA,96034,6093000800,50389
CA,96064,6093000300,47814
CA,96023,6093000200,51506
CA,96044,6093000400,39947
CA,96085,6093000500,37275
CA,95625,6095252904,91145
CA,95492,6097153801,90008
CA,94928,6097151306,68526
CA,95452,6097150500,101950
CA,95363,6099003300,69306
CA,95307,6099003002,46526
CA,95355,6099000912,96150
CA,95368,6099000501,129826
CA,95991,6101051000,75324
CA,95993,6101050504,73365
CA,96090,6103000900,47235
CA,93277,6107002006,99463
CA,93292,6107000800,58774
CA,93286,6107000100,75084
CA,93218,6107004500,50856
CA,93260,6107002700,78043
CA,93272,6107003200,43943
CA,93666,6107000301,87996
CA,95364,6109003100,76040
CA,93040,6111000100,63046
CA,93060,6111000800,75660
CA,93065,6111007505,103438
CA,91377,6111007405,144532
CA,95697,6113011400,72546
CA,94704,6001422800,28382
CA,94552,6001430101,143553
CA,94578,6001433800,68996
CA,94566,6001450701,202953
CA,94586,6001450701,202953
CA,94603,6001409300,46391
CA,94612,6001402800,32126
CA,94706,6001420500,84534
CA,95642,6005000500,63859
CA,95938,6007001500,89119
CA,95930,6007002400,49341
CA,95247,6009000122,62661
CA,95225,6009000210,78725
CA,95230,6099000101,93408
CA,95912,6011000100,59767
CA,94564,6013359202,96451
CA,94516,6013352202,138888
CA,95531,6015000202,54294
CA,95684,6017031402,79260
CA,95633,6017030602,69899
CA,95651,6017030602,69899
CA,96155,6017031900,56924
CA,93662,6019007300,63773
CA,93621,6019006403,57797
CA,93654,6019006300,80417
CA,93710,6019005409,45021
CA,93727,6019005805,75614
CA,93730,6019005503,111730
CA,95988,6021010300,92318
CA,95555,6023010200,54098
CA,95519,6023010502,66025
CA,95542,6023011600,44582
CA,95553,6023011500,49350
CA,95565,6023011100,60605
CA,92231,6025011900,59768
CA,92389,6027000800,50990
CA,89019,6071010300,43202
CA,89060,6027000800,50990
CA,93306,6029005204,39625
CA,93312,6029003807,74831
CA,93285,6029005201,54796
CA,93250,6029004604,49022
CA,93238,6107002700,78043
CA,93225,6111000100,63046
CA,93222,6029003306,73003
CA,93212,6107003200,43943
CA,93204,6031001701,39796
CA,95426,6033001100,62576
CA,96009,6035040100,66749
CA,96117,6035040100,66749
CA,96006,6035040100,66749
CA,91501,6037310100,137192
CA,91335,6037131020,63898
CA,91801,6037481001,48706
CA,91803,6037481901,85483
CA,91201,6037301601,53435
CA,91502,6037310702,57242
CA,91401,6037128601,56211
CA,91316,6037139600,156415
CA,91506,6037310800,75027
CA,90502,6037543503,73889
CA,90262,6037540102,67501
CA,90703,6037554514,72577
CA,91744,6037407802,79566
CA,90304,6037601600,42942
CA,90815,6037574300,110568
CA,91010,6037430002,70305
CA,90302,6037600902,54046
CA,90012,6037207103,26685
CA,90014,6037207301,29612
CA,91321,6037930200,81605
CA,90280,6037535901,56506
CA,91104,6037462400,88154
CA,91105,6037463700,224652
CA,91214,6037300301,112913
CA,91202,6037301205,116924
CA,91304,6037113231,98185
CA,90042,6037183620,52306
CA,90041,6037181400,78972
CA,90291,6037273200,86149
CA,90064,6037267800,127825
CA,90067,6037267901,198037
CA,90018,6037222001,60366
CA,91345,6037109400,84394
CA,90245,6037620002,91775
CA,90255,6037533106,53458
CA,90270,6037533403,47692
CA,90630,6059110104,88208
CA,90623,6059110116,102712
CA,93636,6039000509,91724
CA,93604,6039000102,59147
CA,93653,6039000109,60759
CA,93623,6043000400,79744
CA,94957,6041118100,258849
CA,94929,6041133000,118315
CA,94924,6041132200,87280
CA,94950,6041132200,87280
CA,95311,6043000200,66348
CA,95490,6045010600,56703
CA,95482,6045011300,57807
CA,95488,6045010200,43696
CA,95410,6045011001,55006
CA,95303,6047000201,71252
CA,95365,6047001901,47279
CA,93529,6051000101,74880
CA,96133,6051000102,48322
